number,name,base_name,form_name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,link,sprite_url
0613,Cubchoo,Cubchoo,,Ice,,305,55,70,40,60,40,40,https://pokemondb.net/pokedex/cubchoo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cubchoo.avif
0614,Beartic,Beartic,,Ice,,505,95,130,80,70,80,50,https://pokemondb.net/pokedex/beartic,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beartic.avif
0615,Cryogonal,Cryogonal,,Ice,,515,80,50,50,95,135,105,https://pokemondb.net/pokedex/cryogonal,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cryogonal.avif
0616,Shelmet,Shelmet,,Bug,,305,50,40,85,40,65,25,https://pokemondb.net/pokedex/shelmet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shelmet.avif
0617,Accelgor,Accelgor,,Bug,,495,80,70,40,100,60,145,https://pokemondb.net/pokedex/accelgor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/accelgor.avif
0618,Stunfisk,Stunfisk,,Ground,Electric,471,109,66,84,81,99,32,https://pokemondb.net/pokedex/stunfisk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stunfisk.avif
0618,Stunfisk (Galarian Stunfisk),Stunfisk,Galarian Stunfisk,Ground,Steel,471,109,81,99,66,84,32,https://pokemondb.net/pokedex/stunfisk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stunfisk-galarian.avif
0619,Mienfoo,Mienfoo,,Fighting,,350,45,85,50,55,50,65,https://pokemondb.net/pokedex/mienfoo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mienfoo.avif
0620,Mienshao,Mienshao,,Fighting,,510,65,125,60,95,60,105,https://pokemondb.net/pokedex/mienshao,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mienshao.avif
0621,Druddigon,Druddigon,,Dragon,,485,77,120,90,60,90,48,https://pokemondb.net/pokedex/druddigon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/druddigon.avif
0622,Golett,Golett,,Ground,Ghost,303,59,74,50,35,50,35,https://pokemondb.net/pokedex/golett,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/golett.avif
0623,Golurk,Golurk,,Ground,Ghost,483,89,124,80,55,80,55,https://pokemondb.net/pokedex/golurk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/golurk.avif
0624,Pawniard,Pawniard,,Dark,Steel,340,45,85,70,40,40,60,https://pokemondb.net/pokedex/pawniard,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pawniard.avif
0625,Bisharp,Bisharp,,Dark,Steel,490,65,125,100,60,70,70,https://pokemondb.net/pokedex/bisharp,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bisharp.avif
0626,Bouffalant,Bouffalant,,Normal,,490,95,110,95,40,95,55,https://pokemondb.net/pokedex/bouffalant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bouffalant.avif
0627,Rufflet,Rufflet,,Normal,Flying,350,70,83,50,37,50,60,https://pokemondb.net/pokedex/rufflet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rufflet.avif
0628,Braviary,Braviary,,Normal,Flying,510,100,123,75,57,75,80,https://pokemondb.net/pokedex/braviary,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/braviary.avif
0628,Braviary (Hisuian Braviary),Braviary,Hisuian Braviary,Psychic,Flying,510,110,83,70,112,70,65,https://pokemondb.net/pokedex/braviary,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/braviary-hisuian.avif
0629,Vullaby,Vullaby,,Dark,Flying,370,70,55,75,45,65,60,https://pokemondb.net/pokedex/vullaby,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vullaby.avif
0630,Mandibuzz,Mandibuzz,,Dark,Flying,510,110,65,105,55,95,80,https://pokemondb.net/pokedex/mandibuzz,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mandibuzz.avif
0631,Heatmor,Heatmor,,Fire,,484,85,97,66,105,66,65,https://pokemondb.net/pokedex/heatmor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heatmor.avif
0632,Durant,Durant,,Bug,Steel,484,58,109,112,48,48,109,https://pokemondb.net/pokedex/durant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/durant.avif
0633,Deino,Deino,,Dark,Dragon,300,52,65,50,45,50,38,https://pokemondb.net/pokedex/deino,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/deino.avif
0634,Zweilous,Zweilous,,Dark,Dragon,420,72,85,70,65,70,58,https://pokemondb.net/pokedex/zweilous,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zweilous.avif
0635,Hydreigon,Hydreigon,,Dark,Dragon,600,92,105,90,125,90,98,https://pokemondb.net/pokedex/hydreigon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hydreigon.avif
0636,Larvesta,Larvesta,,Bug,Fire,360,55,85,55,50,55,60,https://pokemondb.net/pokedex/larvesta,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/larvesta.avif
0637,Volcarona,Volcarona,,Bug,Fire,550,85,60,65,135,105,100,https://pokemondb.net/pokedex/volcarona,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/volcarona.avif
0638,Cobalion,Cobalion,,Steel,Fighting,580,91,90,129,90,72,108,https://pokemondb.net/pokedex/cobalion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cobalion.avif
0639,Terrakion,Terrakion,,Rock,Fighting,580,91,129,90,72,90,108,https://pokemondb.net/pokedex/terrakion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/terrakion.avif
0640,Virizion,Virizion,,Grass,Fighting,580,91,90,72,90,129,108,https://pokemondb.net/pokedex/virizion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/virizion.avif
0641,Tornadus (Incarnate Forme),Tornadus,Incarnate Forme,Flying,,580,79,115,70,125,80,111,https://pokemondb.net/pokedex/tornadus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tornadus-incarnate.avif
0641,Tornadus (Therian Forme),Tornadus,Therian Forme,Flying,,580,79,100,80,110,90,121,https://pokemondb.net/pokedex/tornadus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tornadus-therian.avif
0642,Thundurus (Incarnate Forme),Thundurus,Incarnate Forme,Electric,Flying,580,79,115,70,125,80,111,https://pokemondb.net/pokedex/thundurus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/thundurus-incarnate.avif
0642,Thundurus (Therian Forme),Thundurus,Therian Forme,Electric,Flying,580,79,105,70,145,80,101,https://pokemondb.net/pokedex/thundurus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/thundurus-therian.avif
0643,Reshiram,Reshiram,,Dragon,Fire,680,100,120,100,150,120,90,https://pokemondb.net/pokedex/reshiram,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/reshiram.avif
0644,Zekrom,Zekrom,,Dragon,Electric,680,100,150,120,120,100,90,https://pokemondb.net/pokedex/zekrom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zekrom.avif
0645,Landorus (Incarnate Forme),Landorus,Incarnate Forme,Ground,Flying,600,89,125,90,115,80,101,https://pokemondb.net/pokedex/landorus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/landorus-incarnate.avif
0645,Landorus (Therian Forme),Landorus,Therian Forme,Ground,Flying,600,89,145,90,105,80,91,https://pokemondb.net/pokedex/landorus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/landorus-therian.avif
0646,Kyurem,Kyurem,,Dragon,Ice,660,125,130,90,130,90,95,https://pokemondb.net/pokedex/kyurem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kyurem.avif
0646,Kyurem (White Kyurem),Kyurem,White Kyurem,Dragon,Ice,700,125,120,90,170,100,95,https://pokemondb.net/pokedex/kyurem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kyurem-white.avif
0646,Kyurem (Black Kyurem),Kyurem,Black Kyurem,Dragon,Ice,700,125,170,100,120,90,95,https://pokemondb.net/pokedex/kyurem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kyurem-black.avif
0647,Keldeo (Ordinary Form),Keldeo,Ordinary Form,Water,Fighting,580,91,72,90,129,90,108,https://pokemondb.net/pokedex/keldeo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/keldeo-ordinary.avif
0647,Keldeo (Resolute Form),Keldeo,Resolute Form,Water,Fighting,580,91,72,90,129,90,108,https://pokemondb.net/pokedex/keldeo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/keldeo-resolute.avif
0648,Meloetta (Aria Forme),Meloetta,Aria Forme,Normal,Psychic,600,100,77,77,128,128,90,https://pokemondb.net/pokedex/meloetta,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meloetta-aria.avif
0648,Meloetta (Pirouette Forme),Meloetta,Pirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,https://pokemondb.net/pokedex/meloetta,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meloetta-pirouette.avif
0649,Genesect,Genesect,,Bug,Steel,600,71,120,95,120,95,99,https://pokemondb.net/pokedex/genesect,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/genesect.avif
0650,Chespin,Chespin,,Grass,,313,56,61,65,48,45,38,https://pokemondb.net/pokedex/chespin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chespin.avif
0651,Quilladin,Quilladin,,Grass,,405,61,78,95,56,58,57,https://pokemondb.net/pokedex/quilladin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/quilladin.avif
0652,Chesnaught,Chesnaught,,Grass,Fighting,530,88,107,122,74,75,64,https://pokemondb.net/pokedex/chesnaught,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chesnaught.avif
0653,Fennekin,Fennekin,,Fire,,307,40,45,40,62,60,60,https://pokemondb.net/pokedex/fennekin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fennekin.avif
0654,Braixen,Braixen,,Fire,,409,59,59,58,90,70,73,https://pokemondb.net/pokedex/braixen,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/braixen.avif
0655,Delphox,Delphox,,Fire,Psychic,534,75,69,72,114,100,104,https://pokemondb.net/pokedex/delphox,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/delphox.avif
0656,Froakie,Froakie,,Water,,314,41,56,40,62,44,71,https://pokemondb.net/pokedex/froakie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/froakie.avif
0657,Frogadier,Frogadier,,Water,,405,54,63,52,83,56,97,https://pokemondb.net/pokedex/frogadier,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/frogadier.avif
0658,Greninja,Greninja,,Water,Dark,530,72,95,67,103,71,122,https://pokemondb.net/pokedex/greninja,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/greninja.avif
0658,Greninja (Ash-Greninja),Greninja,Ash-Greninja,Water,Dark,640,72,145,67,153,71,132,https://pokemondb.net/pokedex/greninja,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/greninja-ash.avif
0659,Bunnelby,Bunnelby,,Normal,,237,38,36,38,32,36,57,https://pokemondb.net/pokedex/bunnelby,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bunnelby.avif
0660,Diggersby,Diggersby,,Normal,Ground,423,85,56,77,50,77,78,https://pokemondb.net/pokedex/diggersby,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/diggersby.avif
0661,Fletchling,Fletchling,,Normal,Flying,278,45,50,43,40,38,62,https://pokemondb.net/pokedex/fletchling,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fletchling.avif
0662,Fletchinder,Fletchinder,,Fire,Flying,382,62,73,55,56,52,84,https://pokemondb.net/pokedex/fletchinder,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fletchinder.avif
0663,Talonflame,Talonflame,,Fire,Flying,499,78,81,71,74,69,126,https://pokemondb.net/pokedex/talonflame,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/talonflame.avif
0664,Scatterbug,Scatterbug,,Bug,,200,38,35,40,27,25,35,https://pokemondb.net/pokedex/scatterbug,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scatterbug.avif
0665,Spewpa,Spewpa,,Bug,,213,45,22,60,27,30,29,https://pokemondb.net/pokedex/spewpa,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spewpa.avif
0666,Vivillon,Vivillon,,Bug,Flying,411,80,52,50,90,50,89,https://pokemondb.net/pokedex/vivillon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vivillon.avif
0667,Litleo,Litleo,,Fire,Normal,369,62,50,58,73,54,72,https://pokemondb.net/pokedex/litleo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/litleo.avif
0668,Pyroar,Pyroar,,Fire,Normal,507,86,68,72,109,66,106,https://pokemondb.net/pokedex/pyroar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pyroar.avif
0669,Flabébé,Flabébé,,Fairy,,303,44,38,39,61,79,42,https://pokemondb.net/pokedex/flabebe,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flabebe.avif
0670,Floette,Floette,,Fairy,,371,54,45,47,75,98,52,https://pokemondb.net/pokedex/floette,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/floette.avif
0671,Florges,Florges,,Fairy,,552,78,65,68,112,154,75,https://pokemondb.net/pokedex/florges,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/florges.avif
0672,Skiddo,Skiddo,,Grass,,350,66,65,48,62,57,52,https://pokemondb.net/pokedex/skiddo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skiddo.avif
0673,Gogoat,Gogoat,,Grass,,531,123,100,62,97,81,68,https://pokemondb.net/pokedex/gogoat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gogoat.avif
0674,Pancham,Pancham,,Fighting,,348,67,82,62,46,48,43,https://pokemondb.net/pokedex/pancham,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pancham.avif
0675,Pangoro,Pangoro,,Fighting,Dark,495,95,124,78,69,71,58,https://pokemondb.net/pokedex/pangoro,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pangoro.avif
0676,Furfrou,Furfrou,,Normal,,472,75,80,60,65,90,102,https://pokemondb.net/pokedex/furfrou,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/furfrou.avif
0677,Espurr,Espurr,,Psychic,,355,62,48,54,63,60,68,https://pokemondb.net/pokedex/espurr,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/espurr.avif
0678,Meowstic (Male),Meowstic,Male,Psychic,,466,74,48,76,83,81,104,https://pokemondb.net/pokedex/meowstic,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meowstic-male.avif
0678,Meowstic (Female),Meowstic,Female,Psychic,,466,74,48,76,83,81,104,https://pokemondb.net/pokedex/meowstic,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meowstic-female.avif
0679,Honedge,Honedge,,Steel,Ghost,325,45,80,100,35,37,28,https://pokemondb.net/pokedex/honedge,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/honedge.avif
0680,Doublade,Doublade,,Steel,Ghost,448,59,110,150,45,49,35,https://pokemondb.net/pokedex/doublade,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/doublade.avif
0681,Aegislash (Shield Forme),Aegislash,Shield Forme,Steel,Ghost,500,60,50,140,50,140,60,https://pokemondb.net/pokedex/aegislash,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aegislash-shield.avif
0681,Aegislash (Blade Forme),Aegislash,Blade Forme,Steel,Ghost,500,60,140,50,140,50,60,https://pokemondb.net/pokedex/aegislash,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aegislash-blade.avif
0682,Spritzee,Spritzee,,Fairy,,341,78,52,60,63,65,23,https://pokemondb.net/pokedex/spritzee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spritzee.avif
0683,Aromatisse,Aromatisse,,Fairy,,462,101,72,72,99,89,29,https://pokemondb.net/pokedex/aromatisse,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aromatisse.avif
0684,Swirlix,Swirlix,,Fairy,,341,62,48,66,59,57,49,https://pokemondb.net/pokedex/swirlix,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swirlix.avif
0685,Slurpuff,Slurpuff,,Fairy,,480,82,80,86,85,75,72,https://pokemondb.net/pokedex/slurpuff,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slurpuff.avif
0686,Inkay,Inkay,,Dark,Psychic,288,53,54,53,37,46,45,https://pokemondb.net/pokedex/inkay,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/inkay.avif
0687,Malamar,Malamar,,Dark,Psychic,482,86,92,88,68,75,73,https://pokemondb.net/pokedex/malamar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/malamar.avif
0687,Malamar (Mega Malamar),Malamar,Mega Malamar,Dark,Psychic,582,86,102,88,98,120,88,https://pokemondb.net/pokedex/malamar,https://img.pokemondb.net/s.png
0688,Binacle,Binacle,,Rock,Water,306,42,52,67,39,56,50,https://pokemondb.net/pokedex/binacle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/binacle.avif
0689,Barbaracle,Barbaracle,,Rock,Water,500,72,105,115,54,86,68,https://pokemondb.net/pokedex/barbaracle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/barbaracle.avif
0690,Skrelp,Skrelp,,Poison,Water,320,50,60,60,60,60,30,https://pokemondb.net/pokedex/skrelp,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skrelp.avif
0691,Dragalge,Dragalge,,Poison,Dragon,494,65,75,90,97,123,44,https://pokemondb.net/pokedex/dragalge,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dragalge.avif
0692,Clauncher,Clauncher,,Water,,330,50,53,62,58,63,44,https://pokemondb.net/pokedex/clauncher,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clauncher.avif
0693,Clawitzer,Clawitzer,,Water,,500,71,73,88,120,89,59,https://pokemondb.net/pokedex/clawitzer,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clawitzer.avif
0694,Helioptile,Helioptile,,Electric,Normal,289,44,38,33,61,43,70,https://pokemondb.net/pokedex/helioptile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/helioptile.avif
0695,Heliolisk,Heliolisk,,Electric,Normal,481,62,55,52,109,94,109,https://pokemondb.net/pokedex/heliolisk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heliolisk.avif
0696,Tyrunt,Tyrunt,,Rock,Dragon,362,58,89,77,45,45,48,https://pokemondb.net/pokedex/tyrunt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tyrunt.avif
0697,Tyrantrum,Tyrantrum,,Rock,Dragon,521,82,121,119,69,59,71,https://pokemondb.net/pokedex/tyrantrum,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tyrantrum.avif
0698,Amaura,Amaura,,Rock,Ice,362,77,59,50,67,63,46,https://pokemondb.net/pokedex/amaura,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/amaura.avif
0699,Aurorus,Aurorus,,Rock,Ice,521,123,77,72,99,92,58,https://pokemondb.net/pokedex/aurorus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aurorus.avif
0700,Sylveon,Sylveon,,Fairy,,525,95,65,65,110,130,60,https://pokemondb.net/pokedex/sylveon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sylveon.avif
0701,Hawlucha,Hawlucha,,Fighting,Flying,500,78,92,75,74,63,118,https://pokemondb.net/pokedex/hawlucha,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hawlucha.avif
0701,Hawlucha (Mega Hawlucha),Hawlucha,Mega Hawlucha,Fighting,Flying,600,78,137,100,74,93,118,https://pokemondb.net/pokedex/hawlucha,https://img.pokemondb.net/s.png
0702,Dedenne,Dedenne,,Electric,Fairy,431,67,58,57,81,67,101,https://pokemondb.net/pokedex/dedenne,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dedenne.avif
0703,Carbink,Carbink,,Rock,Fairy,500,50,50,150,50,150,50,https://pokemondb.net/pokedex/carbink,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/carbink.avif
0704,Goomy,Goomy,,Dragon,,300,45,50,35,55,75,40,https://pokemondb.net/pokedex/goomy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/goomy.avif
0705,Sliggoo,Sliggoo,,Dragon,,452,68,75,53,83,113,60,https://pokemondb.net/pokedex/sliggoo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sliggoo.avif
0705,Sliggoo (Hisuian Sliggoo),Sliggoo,Hisuian Sliggoo,Steel,Dragon,452,58,75,83,83,113,40,https://pokemondb.net/pokedex/sliggoo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sliggoo-hisuian.avif
0706,Goodra,Goodra,,Dragon,,600,90,100,70,110,150,80,https://pokemondb.net/pokedex/goodra,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/goodra.avif
0706,Goodra (Hisuian Goodra),Goodra,Hisuian Goodra,Steel,Dragon,600,80,100,100,110,150,60,https://pokemondb.net/pokedex/goodra,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/goodra-hisuian.avif
0707,Klefki,Klefki,,Steel,Fairy,470,57,80,91,80,87,75,https://pokemondb.net/pokedex/klefki,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/klefki.avif
0708,Phantump,Phantump,,Ghost,Grass,309,43,70,48,50,60,38,https://pokemondb.net/pokedex/phantump,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/phantump.avif
0709,Trevenant,Trevenant,,Ghost,Grass,474,85,110,76,65,82,56,https://pokemondb.net/pokedex/trevenant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/trevenant.avif
0710,Pumpkaboo (Average Size),Pumpkaboo,Average Size,Ghost,Grass,335,49,66,70,44,55,51,https://pokemondb.net/pokedex/pumpkaboo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pumpkaboo-average.avif
