name,category,effect,sprite_url
Silk Scarf,Hold items,Increases the power of Normal-type moves.,https://img.pokemondb.net/sprites/items/silk-scarf.png
Silver Bottle,,"A popular option among hikers. It’s made with titanium, so it doesn’t rust even if it’s used to hold drinks with high sodium content.",https://img.pokemondb.net/s.png
Silver Cup,,"A popular option among hikers. It’s made with titanium, so it doesn’t rust even if it’s used to hold drinks with high sodium content.",https://img.pokemondb.net/s.png
Silver Leaf,General items,,https://img.pokemondb.net/s.png
Silver Nanab Berry,Berries,"Greatly calms a Pokémon in battle, in Let's Go Pikachu/Eevee.",https://img.pokemondb.net/sprites/items/silver-nanab-berry.png
Silver Pick,,"A silver pick that oozes class. Using it on a sandwich lends an extravagant air that’ll make you want to eat up, even if you don’t love the fillings.",https://img.pokemondb.net/s.png
Silver Pinap Berry,Berries,"Greatly increases chance of getting items when a Pokémon is caught, in Pokémon Let's Go.",https://img.pokemondb.net/sprites/items/silver-pinap-berry.png
Silver Powder,Hold items,Increases the power of Bug-type moves.,https://img.pokemondb.net/sprites/items/silver-powder.png
Silver Razz Berry,Berries,Makes a Pokémon easier to catch in Pokémon Let's Go.,https://img.pokemondb.net/sprites/items/silver-razz-berry.png
Sinistea Chip,General items,"Material obtained after defeating/catching Sinistea, used in TM crafting.",https://img.pokemondb.net/s.png
Sitrus Berry,Berries,"If held by a Pokémon, it heals the user's HP a little.",https://img.pokemondb.net/sprites/items/sitrus-berry.png
Skiddo Leaf,General items,"Material obtained after defeating/catching Skiddo, used in TM crafting.",https://img.pokemondb.net/s.png
Skrelp Kelp,General items,"Material obtained after defeating/catching Skrelp, used in TM crafting.",https://img.pokemondb.net/s.png
Skull Fossil,General items,A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.,https://img.pokemondb.net/sprites/items/skull-fossil.png
Skwovet Fur,General items,"Material obtained after defeating/catching Skwovet, used in TM crafting.",https://img.pokemondb.net/s.png
Sky Plate,Hold items,Increases power of Flying-type moves. Changes Arceus' type to Flying.,https://img.pokemondb.net/sprites/items/sky-plate.png
Sky Tumblestone,General items,,https://img.pokemondb.net/s.png
Slakoth Fur,General items,"Material obtained after defeating/catching Slakoth, used in TM crafting.",https://img.pokemondb.net/s.png
Slowbronite,Hold items,Enables Slowbro to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/slowbronite.png
Slowpoke Claw,General items,"Material obtained after defeating/catching Slowpoke, used in TM crafting.",https://img.pokemondb.net/s.png
Slowpoke Cup,,"A cup for big-time Pokémon fans. Kids will happily drink out of it, making it a boon to parents.",https://img.pokemondb.net/s.png
Small Bouquet,General items,,https://img.pokemondb.net/s.png
Smart Candy,Medicine,Increases a Pokémon's Special Attack stat by 1.,https://img.pokemondb.net/sprites/items/smart-candy.png
Smart Candy L,Medicine,Increases a Pokémon's Special Attack stat.,https://img.pokemondb.net/sprites/items/smart-candy-l.png
Smart Candy XL,Medicine,Increases a Pokémon's Special Attack stat.,https://img.pokemondb.net/sprites/items/smart-candy-xl.png
Smiling Vee Pick,,"A pick designed after Eevee, sporting the Pokémon’s smiling face. It’s easy to grab by the ears, which is part of why it’s so popular.",https://img.pokemondb.net/s.png
Smoke Ball,Hold items,An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon without fail.,https://img.pokemondb.net/sprites/items/smoke-ball.png
Smoke Bomb,General items,,https://img.pokemondb.net/s.png
Smoke-Poke Tail,General items,"One of the many ingredients that can be used for cooking at your camp. When a Slowpoke’s tail falls off, it grows back quickly.",https://img.pokemondb.net/s.png
Smoked Fillet,,A very salty and bitter ingredient with that unmistakable smoky flavor. It pairs exceptionally well with veggies.,https://img.pokemondb.net/s.png
Smoliv Oil,General items,"Material obtained after defeating/catching Smoliv, used in TM crafting.",https://img.pokemondb.net/s.png
Smooth Rock,Hold items,A Pokémon held item that extends the duration of the move Sandstorm used by the holder.,https://img.pokemondb.net/sprites/items/smooth-rock.png
Sneasel Claw,General items,"Material obtained after defeating/catching Sneasel, used in TM crafting.",https://img.pokemondb.net/s.png
Snom Thread,General items,"Material obtained after defeating/catching Snom, used in TM crafting.",https://img.pokemondb.net/s.png
Snorlium Z,Hold items,"Allows Snorlax to upgrade Giga Impact to a Z-Move, Pulverizing Pancake.",https://img.pokemondb.net/sprites/items/snorlium-z.png
Snorunt Fur,General items,"Material obtained after defeating/catching Snorunt, used in TM crafting.",https://img.pokemondb.net/s.png
Snover Berries,General items,"Material obtained after defeating/catching Snover, used in TM crafting.",https://img.pokemondb.net/s.png
Snowball,Hold items,Raises Attack if hit by an Ice-type move.,https://img.pokemondb.net/sprites/items/snowball.png
Soda Pop,Medicine,Restores 50 HP.,https://img.pokemondb.net/sprites/items/soda-pop.png
Soft Sand,Hold items,Increases the power of Ground-type moves.,https://img.pokemondb.net/sprites/items/soft-sand.png
Solganium Z,Hold items,"Allows Solgaleo to upgrade Sunsteel Strike to a Z-Move, Searing Sunraze Smash.",https://img.pokemondb.net/sprites/items/solganium-z.png
Sootfoot Root,General items,,https://img.pokemondb.net/s.png
Soothe Bell,Hold items,An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.,https://img.pokemondb.net/sprites/items/soothe-bell.png
Soul Dew,Hold items,Increases the power of Psychic- and Dragon-type moves when held by Latios or Latias. Increases Sp.Atk/Sp.Def prior to Gen 7.,https://img.pokemondb.net/sprites/items/soul-dew.png
Soul Slate,,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Soul Room at Ramanas Park.,https://img.pokemondb.net/s.png
Sour Herba Mystica,,This surpassingly sour condiment is said to be super effective in helping the eater recover from exhaustion. Only a scant few people know it exists.,https://img.pokemondb.net/s.png
Spell Tag,Hold items,Increases the power of Ghost-type moves.,https://img.pokemondb.net/sprites/items/spell-tag.png
Spelon Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/spelon-berry.png
Spice Mix,General items,One of the many ingredients that can be used for cooking at your camp. There are over fifty spices contained within this ingredient’s hot flavor.,https://img.pokemondb.net/s.png
Spicy Herba Mystica,,The legendary condiment said to have the mightiest of all spicy flavors. It’s said that a single bite will kick the metabolism into high gear immediately.,https://img.pokemondb.net/s.png
Spiritomb Fragment,General items,"Material obtained after defeating/catching Spiritomb, used in TM crafting.",https://img.pokemondb.net/s.png
Splash Plate,Hold items,Increases power of Water-type moves. Changes Arceus' type to Water.,https://img.pokemondb.net/sprites/items/splash-plate.png
Spoiled Apricorn,General items,,https://img.pokemondb.net/s.png
Spoink Pearl,General items,"Material obtained after defeating/catching Spoink, used in TM crafting.",https://img.pokemondb.net/s.png
Spooky Plate,Hold items,Increases power of Ghost-type moves. Changes Arceus' type to Ghost.,https://img.pokemondb.net/sprites/items/spooky-plate.png
Spooky Tablecloth,,A pop-art-style tablecloth with Pokémon faces floating up from the deep nighttime blue. This is a must-have for fans of Ghost types.,https://img.pokemondb.net/s.png
Sport Ball,Pokeballs,A special Poké Ball for the Bug-Catching Contest.,https://img.pokemondb.net/sprites/items/sport-ball.png
Springy Mushroom,General items,,https://img.pokemondb.net/s.png
Sprinklotad,General items,"A watering can shaped like a Lotad. It helps promote the healthy growth of any Berries planted in good, soft soil.",https://img.pokemondb.net/sprites/items/sprinklotad.png
Squall Slate,,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Squall Room at Ramanas Park.,https://img.pokemondb.net/s.png
Squawkabilly Feather,General items,"Material obtained after defeating/catching Squawkabilly, used in TM crafting.",https://img.pokemondb.net/s.png
Stable Mulch,General items,A fertilizer to be spread on soft soil in regions where Berries are grown. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/stable-mulch.png
Stantler Hair,General items,"Material obtained after defeating/catching Stantler, used in TM crafting.",https://img.pokemondb.net/s.png
Star Piece,General items,A shard of a pretty gem that sparkles in a red color. It can be sold at a high price to shops.,https://img.pokemondb.net/sprites/items/star-piece.png
Star Sweet,Hold items,Evolves Milcery into Star Flavor Alcremie.,https://img.pokemondb.net/s.png
Stardust,General items,"Lovely, red-colored sand with a loose, silky feel. It can be sold at a high price to shops.",https://img.pokemondb.net/sprites/items/stardust.png
Starf Berry,Berries,Sharply raises a random stat when HP is low.,https://img.pokemondb.net/sprites/items/starf-berry.png
Starly Feather,General items,"Material obtained after defeating/catching Starly, used in TM crafting.",https://img.pokemondb.net/s.png
Stealth Spray,General items,,https://img.pokemondb.net/s.png
Steel Bottle (B),,"A go-to bottle sometimes used while camping. The stainless steel keeps the temperature inside steady, making it great for keeping drinks hot or cold.",https://img.pokemondb.net/s.png
Steel Bottle (R),,"A go-to bottle sometimes used while camping. The stainless steel keeps the temperature inside steady, making it great for keeping drinks hot or cold.",https://img.pokemondb.net/s.png
Steel Bottle (Y),,"A go-to bottle sometimes used while camping. The stainless steel keeps the temperature inside steady, making it great for keeping drinks hot or cold.",https://img.pokemondb.net/s.png
Steel Gem,Hold items,Increases the power of a Steel-type move only once.,https://img.pokemondb.net/sprites/items/steel-gem.png
Steel Memory,Hold items,Changes Silvally and its move Multi-Attack to Steel type.,https://img.pokemondb.net/sprites/items/steel-memory.png
Steel Tera Shard,,Changes a Pokémon's Tera Type to Steel.,https://img.pokemondb.net/s.png
Steelium Z,Hold items,"Allows the use of Corkscrew Crash, the Steel type Z-Move.",https://img.pokemondb.net/sprites/items/steelium-z.png
Steelixite,Hold items,Enables Steelix to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/steelixite.png
Sticky Barb,Hold items,A held item that damages the holder on every turn. It may latch on to foes and allies that touch the holder.,https://img.pokemondb.net/sprites/items/sticky-barb.png
Sticky Glob,General items,,https://img.pokemondb.net/s.png
Stone Plate,Hold items,Increases power of Rock-type moves. Changes Arceus' type to Rock.,https://img.pokemondb.net/sprites/items/stone-plate.png
Stonjourner Stone,General items,"Material obtained after defeating/catching Stonjourner, used in TM crafting.",https://img.pokemondb.net/s.png
Strange Ball,Pokeballs,,https://img.pokemondb.net/s.png
Strange Souvenir,General items,An ornament depicting a Pokémon that is venerated as a protector in some region far from Kalos.,https://img.pokemondb.net/sprites/items/strange-souvenir.png
Stratospheric Slate,,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Stratospheric Room at Ramanas Park.,https://img.pokemondb.net/s.png
Strawberry,,"A very tart and sweet ingredient, popular for its ability to make a sandwich visually striking.",https://img.pokemondb.net/s.png
Strawberry Sweet,Hold items,Evolves Milcery into Strawberry Flavor Alcremie.,https://img.pokemondb.net/s.png
Stretchy Spring,General items,,https://img.pokemondb.net/s.png
Striped Bottle,,"A striped bottle that’s small, light, and even comes with a cup. The detachable strap makes it handy for walking around with.",https://img.pokemondb.net/s.png
